날짜,제목,조회,공감,비공감
2023.04.27 23:24,오늘 입질 했습니다 ,186,0,0
2023.04.27 23:22,네방이면,134,0,0
2023.04.27 23:20,문상 왔습니다.,101,0,0
2023.04.27 23:19,2020년 6만원부터 시작...삼천리 대성 다 2020년부터 시작했던데,301,0,2
2023.04.27 23:17,임창정,457,0,4
2023.04.27 23:17,왠지 느낌이 낼부턴 하한가풀릴거같은?,153,4,0
2023.04.27 23:15,물린척 글쓰는 놈들이 제일 한심해보임,107,1,0
2023.04.27 23:14,@@내일 폭탄돌리기 함 해볼까?ㅎㅎ,121,1,0
2023.04.27 23:14,뉴스 보고 왔습니다..,142,2,0
2023.04.27 23:12,뭔데 이래서야 주식하겠나?,106,1,0
2023.04.27 23:12,다 주거보자~~,93,2,0
2023.04.27 23:10,"1대6 무증 ,, 500억 자사주 매집 뉴스 나오면",367,5,2
2023.04.27 23:09,하한가4방이면  원금손실이네.,158,1,0
2023.04.27 23:05,첫날 하따,173,1,1
2023.04.27 23:02,"불난집에 부채질,구경꾼만 득실거린다그짓ㅋ들",124,1,0
2023.04.27 23:00,실적이 쓰레기니까 아무도 안받아주지,146,1,1
2023.04.27 22:58,겨을까지 버텨,145,3,1
2023.04.27 22:57,"내일 하한가는 78,900원입니다",206,4,0
2023.04.27 22:56,내일 시초가에 20억 베팅하면,300,1,3
2023.04.27 22:56,국민연금도오늘까지반토막,183,4,0
2023.04.27 22:54,아놔 40만에 5억넣었다가,794,6,2
2023.04.27 22:53,놀리러 왔습니다 ,126,0,0
2023.04.27 22:52,참. 못난넘들 많네 불난집에 부채질 주식한다는스키들이,200,9,0
2023.04.27 22:51,[삭제된 게시물의 답글]서울가스 3억정도 투자한 주주입니다. ,175,0,1
2023.04.27 22:48,쪼매 섞어 주소 내 손이 이래가,134,1,2
2023.04.27 22:47,10년 차트봐라 ,217,1,3
2023.04.27 22:53,[삭제된 게시물의 답글]거래정지 및 상폐사유발생!,110,1,2
2023.04.27 22:43,국민연금평단 26~28만원,269,5,4
2023.04.27 22:40,현금성자산 500억 자사주 매입 요청 ~~,226,3,5
2023.04.27 22:40,서울가스 주주님들 축하드립니다,334,5,3
2023.04.27 22:40,연기금 OOO들,134,6,1
2023.04.27 22:40,와 진짜 고점에 산사람 살아있기는 한가...,169,3,0
2023.04.27 22:38,"여기도 연기금 -14,527주 얼마 손실이냐?",417,10,1
2023.04.27 22:37,너무하네 ,149,0,0
2023.04.27 22:36,주식은 사기다,120,4,1
2023.04.27 22:35,국민연금166000~463000사이,399,5,3
2023.04.27 22:38,국민연금166000~463000사이,109,3,1
2023.04.27 22:34,내 손가락 자랑스럽다.,233,3,4
2023.04.27 22:33,장기간 거래정지 가능,195,3,2
2023.04.27 22:24,대주주개입시 거래정지아님?,446,2,4
2023.04.27 22:24,2년전 에코프로 얼마 였나요,249,2,2
2023.04.27 22:21,오너개입했으면 거래정지야,275,2,3
2023.04.27 22:20,2년전,175,3,1
2023.04.27 22:19,하,137,1,1
2023.04.27 22:17,광고쟁이! 색기들 ,128,1,1
2023.04.27 22:16,주가조작범들 걸릴거 알아도 하지,140,0,1
2023.04.27 22:16,그래도다행인건,208,0,2
2023.04.27 22:16,올려서 10배먹고,213,2,1
2023.04.27 22:13,ㅋㅋㅋㅋ,131,2,2
2023.04.27 22:13,오늘 200만주 가까이 거래됐는데,807,3,4
2023.04.27 22:12,[삭제된 게시물의 답글]50년,140,1,1
2023.04.27 22:09,지옥 지옥 이것이 지옥이구나 ,292,3,1
2023.04.27 22:08,■■ 천하제일 단타대회 내일 시작해요 ■■,275,0,2
2023.04.27 22:08,1대6 무상중자 이야기 있나요,380,4,2
2023.04.27 22:05,주주님들 내일 이 사태 해결할 유일한 방법입니다.,481,7,10
2023.04.27 22:01,지옥이 따로없네,180,3,0
2023.04.27 22:00,주담 통화,604,9,0
2023.04.27 22:00,나스닥  선물  개퍽등중,368,1,6
2023.04.27 22:00,급락에 남의 일이라고 기뻐하지마라.,552,38,3
2023.04.27 21:59,반대매매 물량 더 나온다 아직 진입금지,191,4,3
2023.04.27 21:59,소송해서 본전 찾아 볼까요,127,1,0
2023.04.27 21:58,주식 고수만 클릭하세요,233,2,0
2023.04.27 21:56,"물량보니, 5월 중순까지 하한가네",351,0,8
2023.04.27 21:54,남의 불행이 곳 큰 기회일 수도 있답니다,344,6,6
2023.04.27 21:53,4연속,187,4,3
2023.04.27 21:53,이런 종목을 5만원 이상에 산다는게 제정신이냐?,148,2,1
2023.04.27 21:50,경제 살인범들 처벌법이 너무 약하니 이러지,106,2,1
2023.04.27 21:48,하따 아십니까?,205,4,2
2023.04.27 21:48,관세음보살,136,2,2
2023.04.27 21:46,크게 하락해도 전혀 걱정이 없는 이유 ,659,7,12
2023.04.27 21:45,주주들은 생사에 갈림길인데,196,12,2
2023.04.27 21:45,거래정지 당하면 진짜 사는게 아니다,318,9,1
2023.04.27 21:43,암만해도 쳐 물린것같다.,526,5,3
2023.04.27 21:41,아직도 높다 ~,124,3,2
2023.04.27 21:40,30억 아니란다 70억임,251,1,1
2023.04.27 21:40,서울까스보다  삼천리까스가   낳지 않긋어?,337,2,3
2023.04.27 21:40,6만원위로  건들지말자,105,3,1
2023.04.27 21:39,■■4일 연속 하한가 맞으면 어떤 기분일까??,177,1,0
2023.04.27 21:37,너무하네 ,293,0,1
2023.04.27 21:35,가수 임ㅇㅇ 30억 투자로 돌아온건 빚50억 ... ,451,11,0
2023.04.27 21:34,보스도 당했단다,236,3,0
2023.04.27 21:32,루나코인인가요?,193,1,0
2023.04.27 21:31,돌아가신분도 계실듯,211,0,2
2023.04.27 21:31,작전주 8종목 테마 형성될듯 ... 낼 예상,423,2,3
2023.04.27 21:30,여그는 왜 30.00%냐  29.99%가 마찌,147,0,0
2023.04.27 21:30,대주주는 좌가 없지?,143,0,0
2023.04.27 21:30,복구하려면,138,0,1
2023.04.27 21:30,1대6 무상증자 진짜야???,365,3,3
2023.04.27 21:29,시가총액 1000억이 적절하대,132,1,0
2023.04.27 21:28,근데 웃긴게,359,1,0
2023.04.27 21:27,임창정이 부릅니다,263,4,3
2023.04.27 21:26,공매도 순기능이뭘까요,110,1,0
2023.04.27 21:26,역대 5연하 맞은 기업이 있음?,340,4,0
2023.04.27 21:25,5~6만원부터,132,2,0
2023.04.27 21:24,서울가스기업청산,210,2,0
2023.04.27 21:23,설가스 적정 주가는,142,1,0
2023.04.27 21:22,최고 저점이 26000 원이네,182,3,1
2023.04.27 21:21,자자,128,0,4
2023.04.27 21:21,5번째 하한가 맞으면,333,1,4
2023.04.27 21:19,낼도,134,2,1
2023.04.27 21:18,아직도 신용 너무 높다..,336,3,2
2023.04.27 21:17,가스회사가 무슨 PER가 30이 넘어.,153,1,1
2023.04.27 21:16,기사나왔네..,234,4,1
2023.04.27 21:15,이글을 세력이 싫어합니다..하안가 팩트,234,9,1
2023.04.27 21:14,비정상 차트에 장난치다가,155,2,0
2023.04.27 21:13,17000(일만칠천원),156,2,0
2023.04.27 21:12,쓰벌 29층에 물려 있습니다.않오겠죠??,160,0,2
2023.04.27 21:12,증권사 신용 매수 되는 증권사 어디 어디요~,96,0,0
2023.04.27 21:10,내일 도 20%,143,2,0
2023.04.27 21:10,"오늘 초반 70만주랑 ,, 오후 17만주 누가 싹쓸리 했을까요",338,10,2
2023.04.27 21:08,우량주 쩜하 4번이면 하늘이 주신 기회다. ,416,3,3
2023.04.27 21:07,주가 조작 아니랍니다.,230,3,3
2023.04.27 21:04,반대매매,203,3,2
2023.04.27 21:04,단타잘치면 10초만에,295,2,2
2023.04.27 21:02,내일 시초 진입?,137,1,2
2023.04.27 21:02,물린사람 제 정신은 아닐거다,126,4,0
2023.04.27 21:01,내일 단타대회개최,96,0,1
2023.04.27 21:01,세력들 매집 가격이,135,1,0
2023.04.27 21:00,다음주에풀리길  기도할게요,89,1,0
2023.04.27 21:00,모냐,152,0,0
2023.04.27 21:00,쩜하한가 맞다가 바로 쩜상가는 종목이 있었습니까? 장기전입니다.,163,2,1
2023.04.27 20:59,아직도 신용 400억 남았네..,153,3,0
2023.04.27 20:58,임창정 손해,350,3,0
2023.04.27 20:58,낼은 반등하겠네,122,2,3
2023.04.27 20:57,신풍 악몽이 되살아나네,150,4,0
2023.04.27 20:56,"내일도, , ,",93,1,1
2023.04.27 20:55,유통물량 120만주 인데... 금일 191만주 거래,332,5,1
2023.04.27 20:54,3파전,111,0,0
2023.04.27 20:53,자자 싸우지들 말고 내일도,101,1,1
2023.04.27 20:53,시장분석 보고 가세요,77,0,1
2023.04.27 20:52,이런거는,81,0,0
2023.04.27 20:51,해외토픽에나올만한 기사한번 터질것같다,113,4,0
2023.04.27 20:48,주포 바뀌었다....,176,4,0
2023.04.27 20:47,복수하는법,151,0,0
2023.04.27 20:47,반대로,79,0,1
2023.04.27 20:46,"점 2,3방이상 맞은애들 차트보십시요. 답 없습니다.",191,2,3
2023.04.27 20:45,흔들리는 주가속에서,90,1,0
2023.04.27 20:42,반대매매 물량이 안팔리고 쩜하 계속 찍으면,407,2,3
2023.04.27 20:41,육개장이 넘 맛있네요,84,0,1
2023.04.27 20:41,적정가격,294,2,3
2023.04.27 20:41,알려진 4곳,134,0,1
2023.04.27 20:40,힘들어 ,327,0,1
2023.04.27 20:39,3만원정도만가면 ,212,0,3
2023.04.27 20:39,낼 상한가,335,7,5
2023.04.27 20:39,[삭제된 게시물의 답글]아주 많다는...,89,0,0
2023.04.27 20:38,2007년도 보다 더 저가면 이 것도 급락 조작질이다!!!,144,1,2
2023.04.27 20:37,하한가 풀렸다 다시 하한가,132,0,1
2023.04.27 20:37,낼은 종가에 5억 박습니다.,153,0,3
2023.04.27 20:37,지금부턴 주워 담는 영역,144,1,1
2023.04.27 20:37,오늘 들어 온,95,0,2
2023.04.27 20:34,불가촉주식,98,1,0
2023.04.27 20:33,낼은 오르겠지,151,3,4
2023.04.27 20:32,하한가 풀려야 사는의미가 있지,114,5,0
2023.04.27 20:32,입성,216,4,5
2023.04.27 20:32,거래정지될꺼같아  ,150,2,0
2023.04.27 20:31,금융위 전방위 조사 착수,88,1,1
2023.04.27 20:30,수사 마무리 결과 전까진,100,1,0
2023.04.27 20:28,자산이 1조인데.. 현 시총 5000억,397,7,3
2023.04.27 20:27,저평가,113,2,1
2023.04.27 20:27,여긴 왜이러냐,94,1,0
2023.04.27 20:26,이런 종목 찜찜해서,86,1,0
2023.04.27 20:26,믄재항땐 작전주 천국이었는데 이젠 개작살?,91,3,3
2023.04.27 20:25,SG 잔량 대략 5만5천주 남았다.,191,2,0
2023.04.27 20:24,sg증권도 금융사죠?,96,0,0
2023.04.27 20:24,내일도 하한가,90,0,1
2023.04.27 20:23,"17일 블럭딜에서..,  10만주 기관이 매수 금융투자",194,1,0
2023.04.27 20:26,금융투자애들 다음날 바로 팔았으,90,0,0
2023.04.27 20:22,오늘 사신분들은 왜..,151,1,1
2023.04.27 20:21,경동도시가스에 비해 아직도5배비싸기도하네,116,1,0
2023.04.27 20:19,11만원 적정주가,158,2,2
2023.04.27 20:15,4연속 하한가 뉴스는 뭐다,245,4,4
2023.04.27 20:11,회장이 폭락 4일전 지분 시간외로 10만주 파랐다던데…,605,7,3
2023.04.27 20:10,연기금,169,0,2
2023.04.27 20:09,곧 징벌적 손해배상 소송 ...,148,1,1
2023.04.27 20:08,개미들 들어오니 하한가로 직행,134,0,1
2023.04.27 20:08,뉴스 나오네,166,1,2
2023.04.27 20:07,■■누가봐도 임창정도 공범이지,263,7,2
2023.04.27 20:06,낼은  단타쟁이들  다  모이겠네,148,1,1
2023.04.27 20:05,작전의 3단계에 걸리신 겁니다.,248,9,2
2023.04.27 20:04,올라타까,91,0,1
2023.04.27 20:02,■■지폐에 대한민국 사람이 없는이유,114,0,4
2023.04.27 20:02,지금 jtbc,156,0,0
2023.04.27 19:57,자. 쌓인 물량 얼마없고,362,1,1
2023.04.27 19:56,손절매..,133,2,0
2023.04.27 19:56,임모씨 속마음 '같이 한탕하려고 했더니 배신때렸네',223,8,0
2023.04.27 19:55,아 쓰벌 단타대회 오늘인줄,420,3,1
2023.04.27 19:50,부실 기업 인가    가스값  곧 인상  할건가,131,0,0
2023.04.27 19:49,노답.,102,0,0
2023.04.27 19:49,일반개미는~,129,3,0
2023.04.27 19:48,아,89,0,0
2023.04.27 19:47,걱정하덜마셈   설마 낼두  하방 보내겠습니까?,169,4,1
2023.04.27 19:46,오늘안티들,136,1,1
2023.04.27 19:43,거래정지되면 우얄라하노 거래정지 >정리매매,340,2,1
2023.04.27 20:06,거래정지되면 우얄라하노 거래정지 >정리매매,45,0,0
2023.04.27 19:42,하한가물렸다 오후 탈출?는데 다 머함?,140,0,1
2023.04.27 19:41,헐 오늘도 하네 대박,123,0,0
2023.04.27 19:41,차라리 계속 하한가 가서,203,1,0
2023.04.27 19:40,갈 땐 가더라도 창정이와 함께가야지,110,3,0
2023.04.27 19:40,외늠덜  절대 손해안본다,109,0,0
2023.04.27 19:37,전세사기도 당하고  서울가스한테 당하고,302,3,1
2023.04.27 19:37,여긴그나마 낫네,222,1,0
2023.04.27 19:37,자 내일도 점하 가자 주가조작범들 혼내야지,100,1,0
2023.04.27 19:37,내일 시초에 던져야 되나요?,329,1,0
2023.04.27 19:36,우리 주주들 모두 응원하자 서울가스빠이팅!,78,0,0
2023.04.27 19:35,내일은 ,144,7,1
2023.04.27 19:33,검사 : 그래서 주가조작 한 사람이 누군데요?,357,14,0
2023.04.27 19:32,내일 -15프로까지올라가길 빈다,140,0,0
2023.04.27 19:32,낼하따잡는 사람들 ,157,0,1
2023.04.27 19:30,다시 원점으로 복귀,235,2,0
2023.04.27 19:29,ㅋㅋㅋㅋㅋ 레전드내 ,116,0,0
2023.04.27 19:29,-15프로에서 정리할수있기를 빈다,126,0,0
2023.04.27 19:29,임창정 죽이러 가즈아,138,2,0
2023.04.27 19:29,서울가스 산사람 결말,348,1,2
2023.04.27 19:32,OOO 그깟 주식 몇개한다고 ,91,0,1
2023.04.27 19:28,초상 났다고 해서 와봤습니다,160,1,0
2023.04.27 19:28,기회.반등?,94,0,1
2023.04.27 19:28,형이다!,97,0,1
2023.04.27 19:28,3만원되면 분할매수시작하셔도 됩니다#^,83,0,0
2023.04.27 19:26,내일 더도안바라고 -15프로선에서 가능할까요 ㅠ,214,0,0
2023.04.27 19:26,오늘 하따 들어간 흑두루미,119,1,0
2023.04.27 19:25,서울가스 설명,130,0,1
2023.04.27 19:25,안티들 고만 하고 보유자들 좀 쉬게 냅둬라,77,1,0
2023.04.27 19:24,낼 갭이다 ㅅㅂㄹㄷㅇ,176,1,0
2023.04.27 19:23,이야~~,114,0,0
2023.04.27 19:22,고승덕씨 경험담,240,2,3
2023.04.27 19:20,내일 양봉일리는 죽어도 없겠지?,291,0,0
2023.04.27 19:20,6만원하던주식,134,1,0
2023.04.27 19:17,2만원대예상,137,2,1
2023.04.27 19:16,낼 하한가에서 시작하나요?,179,6,3
2023.04.27 19:15,주가조작으로 토해내면...,155,2,0
2023.04.27 19:13,생각을 잘 해봐야 할것같습니다,237,6,5
2023.04.27 19:13,내일 오를거 같다,137,2,2
2023.04.27 19:12,세력이 누구인지,109,0,1
2023.04.27 19:12,위로올라가눈건 거래정지인데 아래로는 안되나,128,0,0
2023.04.27 19:12,나~~~~~~~,82,0,0
2023.04.27 19:12,5만따리 5만따리~,89,1,0
2023.04.27 19:10,내일은 풀리겠죠,106,1,2
2023.04.27 19:10,ㅋㅋ,76,0,0
2023.04.27 19:07,주가 조작 세력은,325,0,2
2023.04.27 19:07,다시는,129,1,1
2023.04.27 19:06,힘들어 ,140,1,3
2023.04.27 19:04,주가조작세력 맞답니다,234,3,1
2023.04.27 19:02,내일은 하안가 안간다,191,8,4
2023.04.27 19:00,물을 파파빡  태워야죠 그래야,106,1,0
2023.04.27 18:59,5만대기중,163,3,3
2023.04.27 18:57,소주한잔이 이렇케 다네,131,1,0
2023.04.27 18:57,이런건,112,0,1
2023.04.27 18:56,내평단30만이여도,428,7,2
2023.04.27 18:55,내일 하한가 풀매수다,307,4,4
2023.04.27 19:01,그랬다간 삼천리 꼴 난다,113,0,0
2023.04.27 18:55,우야노 증말,135,0,2
2023.04.27 18:55,지금 사주면 호구되는거 알지?,125,2,2
2023.04.27 18:54,단순한 주가조작사건이 아니라,272,5,0
2023.04.27 18:53,오늘거래량보고,197,5,0
2023.04.27 18:53,내일,220,3,2
2023.04.27 18:52,모 이정도면 거래정지 인데,160,2,2
2023.04.27 18:51,낼 상가나요 ㅜㅜ,318,2,5
2023.04.27 18:51,하한가 풀렷다고 드가시분~~,273,5,5
2023.04.27 18:50,세력 형님 약속했잖아요?,108,0,0
2023.04.27 18:50,주가는 증시외적 요인으로 움직인 부분은 오래지 않아 원래의 모습으로 돌아 간다,146,3,1
2023.04.27 18:50,하한가 앞으로 두번 더 맞을듯….,124,2,2
2023.04.27 18:47,임창정은,205,0,1
2023.04.27 18:46,큰일이네 ,271,6,5
2023.04.27 18:45,내일,128,2,0
2023.04.27 18:44,나포함 오늘매수자들,193,1,2
2023.04.27 18:44,와  뭐 냐,114,0,0
2023.04.27 18:43,아마존폭등,157,2,0
2023.04.27 18:42,낼부터 시작이겠군 ,163,3,0
2023.04.27 18:42,하따,99,2,0
2023.04.27 18:41,오늘12주매수했다낼도,143,0,0
2023.04.27 18:40,미,133,2,3
2023.04.27 18:40,분명 공매도와짜고,162,1,0
2023.04.27 18:39,45000,105,1,1
2023.04.27 18:39,임창정 종목?,150,0,0
2023.04.27 18:37,시외. 7만주에서,324,3,0
2023.04.27 18:37,내일 단타,96,2,0
2023.04.27 18:36,월봉으로 봐라 이게 투자냐 투기지,145,0,1
2023.04.27 18:36,만,75,0,0
2023.04.27 18:35,오늘 하종가를 풀지않은이유,245,9,3
2023.04.27 18:35,내일 하따,98,0,1
2023.04.27 18:34,78900,100,0,3
2023.04.27 18:38,[삭제된 게시물의 답글]내일도 하한가.,68,0,1
2023.04.27 18:33,낼 마지막 ?,98,0,1
2023.04.27 18:33,서울가스반성하라,106,2,0
2023.04.27 18:32,내일하한가 얼마닙꽈,171,1,0
2023.04.27 18:31,창정아 그래도 감방은 가야지~~~!!,139,4,0
2023.04.27 18:31,힘들어 ,115,1,0
2023.04.27 18:31,이거 너무하네~~,91,0,1
2023.04.27 18:30,향후일정,86,1,1
2023.04.27 18:30,내일,87,2,1
2023.04.27 18:29,낼 풀리겠네.....ㅋ,129,2,3
2023.04.27 18:27,오늘 거래된 대금 2천억.. 하한 누른 물량 60억...,261,5,6
2023.04.27 18:27,등신들아 내일시초가부터 사놔라,183,2,1
2023.04.27 18:27,금감원장이 들여다보는 주식이 잘도 반등치겟다 ㅋㅋㅋ,169,4,1
2023.04.27 18:24,하이닉스,88,0,0
2023.04.27 18:24,18만원이 작전 직전 가격.,200,2,4
2023.04.27 18:24,하한가 4방...,84,0,0
2023.04.27 18:24,폭파,68,0,0
2023.04.27 18:24,적정 시총 천억.,113,3,0
2023.04.27 18:23,까스가스독까스,51,0,0
2023.04.27 18:23,per가 높을수록 하한가 늦게풀림,144,3,2
2023.04.27 18:22,오늘 입성,110,4,0
2023.04.27 18:22,저 위에서 아직도 들고 계신분없죠? 하한가 하한가 하한가 거래정지.. 정리매매,74,0,0
2023.04.27 18:22,영업이익 33억 ㅋㅋㅋ 시총 아직도 5천억 ㅋㅋㅋㅋㅋ,170,3,0
2023.04.27 18:21,OOO들도 많네,55,0,0
2023.04.27 18:21,울고싶어라,73,0,0
2023.04.27 18:21,기업가치 순서대로  풀리고 있으니까,138,1,0
2023.04.27 18:20,토론방 글 읽을시간에 노가다라도 처뛰엌ㅋㅋㅋㅋㅋ,56,0,0
2023.04.27 18:20,서울까스 신용 비율 봤냐?,141,1,0
2023.04.27 18:20,팔려면 40십만원에 팔지,72,0,0
2023.04.27 18:19,열받네...43층 주주입니다,251,1,1
2023.04.27 18:19,계속 하한가 가다가 ,121,3,1
2023.04.27 18:19,완전작전세력강승.대승입니다,88,0,0
2023.04.27 18:19,기껏해야 백만주 일텐데...,112,0,0
2023.04.27 18:18,내일 오를거 같은,74,0,0
2023.04.27 18:18,낼  암두 몰라,68,0,0
2023.04.27 18:18,이모 육개장좀 주이소 ㅋㅋㅋㅌㅋㅋㅋㅋ,57,0,0
2023.04.27 18:17,내 느낌 내일은 하한가는 아닌거 같음,98,2,1
2023.04.27 18:17,세력작전이다,104,1,0
2023.04.27 18:16,하한가 4방맞으면 어떤기분이냐?,246,3,5
2023.04.27 18:16,경축))서울가스 대형호재 나옴 사우디.러시아에서.......................,170,2,1
2023.04.27 18:16,고마해라~~~,61,0,0
2023.04.27 18:15,연상은 정지 때리면서,243,4,0
2023.04.27 18:15,SG 관련주,162,3,1
2023.04.27 18:15,115700×거래량,83,0,0
2023.04.27 18:14,가스 가스 가스,67,1,0
2023.04.27 18:11,"금융위원장 ""SG사태, 금융당국·검찰 모든 역량 동원해 대처""(종합)",164,0,0
2023.04.27 18:11,하따하다가 물린 흑우새끼들 없제?,118,1,0
2023.04.27 18:10,육개장 한그릇 하러왔습니다,127,5,1
2023.04.27 18:09,이거물린사람이잇나?,119,1,1
2023.04.27 18:08,난제중 난제로다,98,0,0
2023.04.27 18:04,여러분 힘냅시다,271,7,2
2023.04.27 18:01,검찰 조사,226,2,0
2023.04.27 18:00,내일 대회시작 이네요,388,2,1
2023.04.27 18:00,개미는 죽어도  싸다.,236,6,1
2023.04.27 17:59,"서울가스, 대성홀딩스 & 선광",192,2,0
2023.04.27 17:56,선광에 누가 사네...ㄷㄷ,163,0,0
2023.04.27 17:54,일억이상 손해손,217,4,1
2023.04.27 17:53,야수의 심장으로,208,3,0
2023.04.27 17:53,우리나라,95,1,0
2023.04.27 17:52,검찰조사 착수,127,0,0
2023.04.27 17:52,선광 봐라~,141,0,0
2023.04.27 17:48,오늘 하한가에 팔았는데...,358,3,0
2023.04.27 17:46,쩜하는 아니고 -10%정도?,124,1,0
2023.04.27 17:45,물린 분들은 안?지만,143,1,1
2023.04.27 17:43,기관이 양아치네 20만주팔앗네 ,321,0,0
2023.04.27 17:43,가스가스가스,97,0,0
2023.04.27 17:43,누칼협이지만 진짜 ,106,0,0
2023.04.27 17:41,연기금이 작업했네,177,4,0
2023.04.27 17:41,개미들 미?구나,260,6,4
2023.04.27 17:40,내일,126,4,1
2023.04.27 17:39,하한가 4빵에 물량 소화. 장마감 후 뉴스,304,3,2
2023.04.27 17:39,단타든 뭐든 들어갓다 정지되면 ,255,5,0
2023.04.27 17:39,만약,113,2,0
2023.04.27 17:38,내일도 하한가,155,10,1
2023.04.27 17:38,문상왔습니다,116,7,0
2023.04.27 17:36,어이구야 조금먹을려다가 물려계신 형님들 안쓰럽네,169,5,0
2023.04.27 17:36,걱정마라 ,115,1,0
2023.04.27 17:36,세력 작전전 가격 오면 반등은 한번 나온다..,145,1,0
2023.04.27 17:35,[삭제된 게시물의 답글]평단 32만 4억,136,1,1
2023.04.27 17:34,명령한다. 벨브 잠가라.,116,0,1
2023.04.27 17:34,주주분들 축하드려요 ~,208,9,1
2023.04.27 17:34,폭포수같네요,112,1,0
2023.04.27 17:33,하한가 4번에 맞고 난 후 대부분 매물 물랑이 소화되었군요.,226,1,0
2023.04.27 17:33,평단 49만원 너무 힘들다,218,1,5
2023.04.27 17:33,연예인 84억 체감 비유,173,0,0
2023.04.27 17:31,축!!!,134,1,0
2023.04.27 17:31,외인 들어왔군요,217,2,3
2023.04.27 17:30,6만5천오면,248,5,0
2023.04.27 17:30,적정가는 6만이고만~~,117,4,1
2023.04.27 17:29,가스관 잠궈버려라,88,0,0
2023.04.27 17:29,언제 들어가면 될까요?,123,1,0
2023.04.27 17:28,개미처형대,113,0,1
2023.04.27 17:28,소주한잔,109,0,1
2023.04.27 17:27,임창정는 공범이 맞다.,303,8,0
2023.04.27 17:27,여긴 배당도 작네,97,0,0
2023.04.27 17:25,내일 ..,199,1,0
2023.04.27 17:25,2년동안 쳐올린거,168,0,0
2023.04.27 17:23,내일시초가 하한가 99%,257,2,0
2023.04.27 17:23,그냥 포기혀라,96,0,0
2023.04.27 17:23,임창정도,124,1,0
2023.04.27 17:20,연예인 30억 체감 비유,381,1,2
2023.04.27 17:20,2000년대 이후 하한가 신기록이..,326,1,0
2023.04.27 17:19,ㅋㅋ,97,0,0
2023.04.27 17:18,적정오만원,104,0,0
2023.04.27 17:17,28% 보초병 2명 ,166,1,0
2023.04.27 17:17,하따로 보초병 세웠다,102,0,0
2023.04.27 17:15,3년 작업친거면 5만원까진 내려갈거같은데..,371,3,0
2023.04.27 17:15,소주한잔,135,2,0
2023.04.27 17:12,물량 거의 소화 됐고.,225,1,0
2023.04.27 17:12,낼은,126,1,0
2023.04.27 17:09,2만원 언제 오나?,121,0,0
2023.04.27 17:08,CFD,181,0,1
2023.04.27 17:07,적정가 알려준다 ,240,3,4
2023.04.27 17:05,대박,271,1,2
2023.04.27 17:05,서울가스적정시총,319,2,4
2023.04.27 17:05,■■■■■■■■■■이제 들어가도 되겠군....,186,3,0
2023.04.27 17:04,소주한잔 생각나는 밤이네.,279,1,0
2023.04.27 17:03,서울가스와 삼천리.피박개미들동맹맺으면,198,0,0
2023.04.27 17:02,200만주거래했는데 13시49분부터 2만주만 거래됨,359,3,0
2023.04.27 17:02,@@지금 백주 이백주씩 사는 애는 뭐냐?? 용느냐??,190,0,1
2023.04.27 17:02,오늘매수자,316,3,2
2023.04.27 17:00,작전친지 2-3년이라하니깐,327,1,0
2023.04.27 16:59,기관 ..,197,3,0
2023.04.27 16:58,하한가 4방 120%가 빠졌다,416,2,1
2023.04.27 16:57,투표 해보자,279,13,8
2023.04.27 16:57,4연속 하한가,229,1,0
2023.04.27 16:56,내일은 천하제일 단타대회를 열겠습니다.,304,3,0
2023.04.27 16:57,내일은 천하제일 단타대회를 열겠습니다.,137,0,0
2023.04.27 16:59,내일은 천하제일 단타대회를 열겠습니다.,108,0,0
2023.04.27 16:53,"50층 펜타하우스에서 내일은 반 지하로,,",219,1,1
2023.04.27 16:51,와..진짜 이딴 종목이,298,2,3
2023.04.27 16:51,하안가를,225,4,0
2023.04.27 16:51,pbr 0.42배 저평가 구간,238,6,1
2023.04.27 16:50,@@적정주가 3만~5만 이란다!!,200,3,3
2023.04.27 16:54,[삭제된 게시물의 답글]공시 나왔죠??,167,0,0
2023.04.27 16:48,반등온다,168,2,0
2023.04.27 16:48,서울가스 적정가 나옴,434,2,4
2023.04.27 16:47,낼 반등나온다,350,4,4
2023.04.27 16:47,반대매매의 반대매매가,202,0,0
2023.04.27 16:45,러시아 가스 수출금지,211,2,2
2023.04.27 16:44,하한가,175,2,0
2023.04.27 16:44,낼은 하한가는 아니겠군,233,3,2
2023.04.27 16:43,이거 해결할 사람이 있기는한데,219,3,1
2023.04.27 16:42,오늘 지수 상승으로 돈이 그쪽으로 몰려서 그런듯,181,0,2
2023.04.27 16:42,나는 아무렇지 않다,228,1,3
2023.04.27 16:41,아직,125,0,1
2023.04.27 16:41,정수리에 사신분 계시나요?,310,1,0
2023.04.27 16:40,얜 내일은 하한가 아닐꺼같다,291,3,1
2023.04.27 16:39,아부나이,107,0,0
2023.04.27 16:39,낼은 안 건들란다,170,5,1
2023.04.27 16:39,@@내일도 위험하다!!,157,0,1
2023.04.27 16:38,여긴 왜 맨날 폭탄이냐,97,0,0
2023.04.27 16:38,2번더,102,0,0
2023.04.27 16:37,주린이입니다,200,0,0
2023.04.27 16:37,주가조작 사태에서,151,1,0
2023.04.27 16:36,또 다른 연옌 누구냐,169,0,0
2023.04.27 16:34,사장놈 뭐하냐,212,5,0
2023.04.27 16:32,임창정이 부릅니다,391,5,2
2023.04.27 16:32,하 코스피 최초 4연하라네요,484,6,0
