날짜,제목,조회,공감,비공감
2023.04.28 07:16,작전세력 탈로 안났으면,283,4,0
2023.04.28 07:07,가치주란다~~^^,249,1,0
2023.04.28 06:58,SG증권 쓴 증권사는?,187,0,0
2023.04.28 06:44,휴마시스도 하루만에 신용비율 11퍼에서 3퍼 됐었다,402,0,5
2023.04.28 06:36,신용정리 됐지만 살사람도 없음,287,2,2
2023.04.28 06:28,이건 역대급이다. 이젠 갈 수 밖에,366,4,0
2023.04.28 06:19,"음, 어제 최대주주 장내 매수 공시",468,3,1
2023.04.28 06:19,신용잔고 2프로 ㅋㅋ,125,0,0
2023.04.28 05:54,왱?  신용잔고가  왜 이래?,155,0,0
2023.04.28 05:36,니들 다 죽었다고 복창해라,119,0,0
2023.04.28 05:27,적정주가,337,1,0
2023.04.28 01:43,개관,452,1,0
2023.04.27 23:52,배당이 8퍼,458,4,3
2023.04.27 23:14,과거 다올인베 주주로써.,392,11,9
2023.04.27 22:59,원래 가격이 2500원이다ㅋㅋㅋ,252,3,4
2023.04.27 22:59,아난티 회장 이름도 나오네,341,4,2
2023.04.27 22:54,솔직히 이 가격이면 매력은 있음.,221,1,2
2023.04.27 22:31,나는 현재 다올 매집중이다,378,5,3
2023.04.27 21:56,신용 잔고봐라,405,2,2
2023.04.27 21:48,Fact ) 요긴 희망이 없음~~^^,159,1,3
2023.04.27 20:39,사람이면,496,23,1
2023.04.27 20:25,애들아 힘드냐 나도 힘들다,275,2,1
2023.04.27 19:30,싸면 사고 비싸면 팔면 되는 것을.,394,9,1
2023.04.27 19:29,뭐 먹은게 있어야 .. ,207,4,1
2023.04.27 19:24,시나리오 쓰고 있네,180,0,3
2023.04.27 19:00,안티가 많을수록?,175,1,2
2023.04.27 18:45,내가 오늘 손절한 이유,526,1,6
2023.04.27 18:22,임직원들이 매수한다는 소리,396,4,1
2023.04.27 18:21,내가   궁금한게  세력도   작전에   실패한것,322,0,1
2023.04.27 18:10,분위기가 안 좋네,132,0,2
2023.04.27 18:00,다올증권,143,0,1
2023.04.27 17:58,H사가 워디유?,280,1,1
2023.04.27 17:26,다올도 작전주에 속한건가 ㅡ,171,0,0
2023.04.27 17:01,매도물량을 받아줄 사람이 없음,376,0,4
2023.04.27 17:00,작전세력 투기 자금 몰수해서 피해주식 소각해라~(내용무),155,0,0
2023.04.27 17:00,증권사 손해도 '눈덩이'…주가 폭락 사태 초대형 구상권 소송으로 번지나,426,0,2
2023.04.27 16:57,단타도 끝물이다.,121,0,0
2023.04.27 16:53,극히 저평가 중,368,6,0
2023.04.27 16:52,영업이익은 거짓말 안하더라 ---알아서 간다,139,0,0
2023.04.27 16:51,문제가 많으면~~~,103,0,0
2023.04.27 16:36,외인 기관 개인 쓰리마이너스 달성,249,1,1
2023.04.27 16:34,내부적으로 수습 할려다 감당이 안되 터져 나왔다 (신용쓴거 보면 내일도 떨어진다),332,6,2
2023.04.27 16:23,공시 / 임원이 주식 추가매수 했네요 6621주,531,6,2
2023.04.27 16:03,자회사매각한거,328,3,2
2023.04.27 16:03,다올 내일 또 반대매매,305,2,1
2023.04.27 15:53,우리금융 피인수 희망회로는 그만,311,1,5
2023.04.27 15:59,문제는 M&A시장에 마땅한 매물이 없다는 점이다.,150,1,1
2023.04.27 15:48,안간다 pf부실,149,0,4
2023.04.27 15:47,"질문,,,?",275,1,2
2023.04.27 15:30,"***********  2,990원  줍, 줍,",394,3,1
2023.04.27 15:16,어제도박 개같이 실패 엔딩,455,4,2
2023.04.27 15:16,다올인베트스먼트 2천억에 매각했죠?,364,2,2
2023.04.27 15:13,개좋타,160,0,1
2023.04.27 15:11,개라고 무슨 뽀족한 수가 있겠냐?  돈도 없는디~~^^,161,0,2
2023.04.27 15:11,then*** 이 사람 패키지거리는거 뭔 뜻이에요?,290,4,2
2023.04.27 15:08,1500 원에 넘길라 그러지~~^^,100,0,2
2023.04.27 15:07,[삭제된 게시물의 답글]이병철 회장은 사퇴해라,104,2,1
2023.04.27 15:04,주가조작,260,1,1
2023.04.27 15:04,1500 원 적정가격~~^^,97,0,3
2023.04.27 15:02,항상 이시간 되면 아래로 밀드라...,89,0,1
2023.04.27 15:02,내가 바닥같다고 생각하는 이유,305,2,0
2023.04.27 14:54,4000억 7000천,287,1,0
2023.04.27 14:39,전체장도 안좋은대,425,0,1
2023.04.27 14:32,이 회사는 투자자 보호가 필요하다.,126,0,0
2023.04.27 14:31,쉽게 번 돈 쉽게 나갑니다,146,0,0
2023.04.27 14:23,CFD 계좌..,321,1,0
2023.04.27 14:21,주가를 관리하던 주포가 나갔다.,325,2,0
2023.04.27 14:19,주가조작세력과 결탁한회사도 있다고,412,2,1
2023.04.27 14:18,그러고 보니 mose라는 아이디 쓰는 사람도 의심스러움,125,0,0
2023.04.27 14:15,nama라는 닉네임을 쓰는 사람이 의심스러움,146,0,0
2023.04.27 14:11,다올인베스트 2천억에 판거죠?,244,0,0
2023.04.27 14:09,ㅋ 이것도 작전주라고 ㅉㅉ~~^^,98,0,0
2023.04.27 14:04,근데 유통주식 70퍼되는 여기를 작전했을까요,155,0,0
2023.04.27 13:43,솔직히 싼거맞다이거...,547,3,1
2023.04.27 13:41,then*** 얘는 무슨 6~7년을 다올투자증권 안티하고있네 글써놓은거보니까..,534,7,0
2023.04.27 14:00,then*** 얘는 무슨 6~7년을 다올투자증권 안티하고있네 글써놓은거보니까..,111,1,0
2023.04.27 13:39,이렇게 per낮고 pbr낮은 배당성향 5%인 회사... 월봉으로 보아라,476,7,1
2023.04.27 13:31,좋은회사,311,1,0
2023.04.27 13:29,신용 2위-상폐확률 높음,358,1,1
2023.04.27 13:26,하한가 따라잡기 하시는 분들 ! 여기 주목 !,123,0,0
2023.04.27 13:24,● 디딤 835~839매수해,91,0,0
2023.04.27 13:23,임창정 증권ㅋㅋㅋ 창정이형 게시판 보고 있나?,155,0,0
2023.04.27 13:22,● 3040원 매도,96,0,1
2023.04.27 13:20,임창정 테마주인가?,99,0,1
2023.04.27 13:08,세방,300,3,0
2023.04.27 13:01,근데 창정이형 얼마 꼴?어요?,661,1,0
2023.04.27 13:03,임창장은 수익자 아닌가요,160,1,0
2023.04.27 13:01,야 이거 지금 들어가도 되나?,281,1,0
2023.04.27 12:53,● 세방 간다,357,1,0
2023.04.27 12:39,● 하림지주는 신용이 너무많음,321,2,0
2023.04.27 12:38,환율봐라~~ 곧 국장 나락행~~ 띠올을 1500 원~~^^,334,1,0
2023.04.27 12:35,금피아 회의해봤자 몬 해결방안이 있나~개사기장인데~^^,103,0,0
2023.04.27 12:20,nama 어디숨었누ㅋㅋ,122,0,1
2023.04.27 12:04,내일 금감원장 주도 미팅후 대책 나온다..,597,6,4
2023.04.27 11:55,pf투자 광주 분양률 78% -투자금 회수 완료,420,4,2
2023.04.27 11:27,자사회사차원에서 방어뉴스 찍어내지 않는 이상,132,0,2
2023.04.27 11:25,3000만원 투자해서 1만주만 사면,511,2,1
2023.04.27 11:14,물린 사람 탈출 방법 공개,103,0,1
2023.04.27 11:09,상3방 가자,308,2,2
2023.04.27 11:07,고마해라-1분기 실적이나 빨리 발표해라,92,0,1
2023.04.27 11:01,액면가랑 뭔상관인지...,112,0,1
2023.04.27 11:01,삼천리 저넘 단 세시간만에 상장이래 최다거래량 터진거다,200,0,2
2023.04.27 11:00,느낌이 쌔한데?,299,1,1
2023.04.27 10:48,8개 종목중에서,403,3,1
2023.04.27 10:46,ㅋㅋㅋㅋㅋ 액면가 오천드립치고 하락,111,0,1
2023.04.27 10:45,떨어질 때마다 10주 씩 매수,133,0,2
2023.04.27 10:42,너는 급도 안되는 놈이,120,0,1
2023.04.27 10:31,타점 나왔다.,437,1,2
2023.04.27 10:30,쎄한 느낌이 들어 다 털고 갑니다.,340,2,1
2023.04.27 10:30,2500원에 아가리 딱,99,0,2
2023.04.27 10:29,차근차근 빠지는 넘은,378,1,2
2023.04.27 10:06,2천원대 강력 매수해 수익 올리자,467,1,4
2023.04.27 10:03,매각대금 통장에 2100억,438,1,1
2023.04.27 09:57,사기장에서 살아남는법은 사기치는 것 밖에  없음~^^,186,0,0
2023.04.27 09:57,2천원가즈아~!!!!!,91,0,0
2023.04.27 09:53,시나리오 점검 기억나니??,355,1,0
2023.04.27 09:51,사기장인데 뭘 논하는지~~~^^,93,0,0
2023.04.27 09:50,안정화 될려면,278,1,0
2023.04.27 09:49,여기,197,0,1
2023.04.27 09:48,정찰병 투입,91,0,0
2023.04.27 09:48,다올은 몇년동안 작전하지도 않았는데 왜 이렇게 빠지는지,301,2,0
2023.04.27 09:46,국장중 작전주 아닌것도 있나~ㅋㅋ 사기장인데~~^^,256,3,0
2023.04.27 09:44,에고,78,0,0
2023.04.27 09:41,탈출은 지능순이 맞는건가 ,84,0,0
2023.04.27 09:39,형님들 진심 궁금합니다!,357,0,1
2023.04.27 09:39,삼천리 하한가 풀렸던데 한번 배팅해볼까 싶은데,339,0,1
2023.04.27 09:38,"다올인베팔고 돈확보해서 PF대비 돈마련해서 문제없음,",151,0,1
2023.04.27 09:35,다올,312,1,1
2023.04.27 09:31,2500 원까지 밀듯~~^^,75,0,1
2023.04.27 09:29,다올저축은행도 -우리금융한테 매각해라,109,0,0
2023.04.27 09:24,ㅋ. 더 빼버릴거임~~ 미끄럼  손대지 마삼~~^^,94,0,2
2023.04.27 09:22,1분기 실적이나 빨리 발표해라,105,0,0
2023.04.27 09:18,"1,500원이 적정가..",90,0,2
2023.04.27 09:18,여전히 속지마시길 확 빼버릴거임~~^^,94,0,1
2023.04.27 09:13,우리금융이 바보냐 그냥 냅뒀다가 2천원에 피 붙여서 사면 되는데,457,2,4
2023.04.27 09:13,단기악재일 뿐이다,100,0,0
2023.04.27 09:05,이딴거말고,113,0,1
2023.04.27 09:03,삼천리 단타 대회 개최,289,1,1
2023.04.27 09:03,ㅋ 꼬심에 속지 마시길~~ 미끄럼 전문임~^^,94,0,1
2023.04.27 08:59,삼천리ㄱㄱ,90,0,0
2023.04.27 08:55,신용 vs 신용 밀기,112,0,0
2023.04.27 08:54,지금 밀어버린단거는~~,111,0,1
2023.04.27 08:54,가장먼저 안정 ,94,0,0
2023.04.27 08:51,ㅋㅋㅋ 더 떨어져야지 반대매매 ㄱㄱㄱ,95,0,1
2023.04.27 08:49,그냥 우금에 전화 넣어라~~ 가져가달라고~^^,80,0,0
2023.04.27 08:41,한국금융증권 5% 보유 -시가 40 % ~60대출,328,0,0
2023.04.27 08:25,4천  맥스 본다  그 위론  너무 많아 ,126,0,0
2023.04.27 08:24,신융줄엇네,144,0,0
2023.04.27 08:19,신용이 14프로다...,232,0,0
2023.04.27 07:51,주식몰라요 김거니 어록,407,6,13
2023.04.27 07:47,아 오늘 이넘  ㅈ나게 붙을것 같은데,319,2,1
2023.04.27 07:40,신용이 안줄자너,509,6,6
2023.04.27 07:40,현  가격에서   이틀동안  약5000만주거래    ,171,0,0
2023.04.27 07:13,삼천리  폭락해도 per 14배,440,1,1
2023.04.27 06:55,이건 올라간것도,390,3,1
2023.04.27 06:34,주가조작 김거니와 김창정 은 복사판,343,0,4
2023.04.27 00:24,악재가 터졌을때 매수해야 개미는 돈번다,1010,6,5
2023.04.27 00:15,▶[필독]삼천리 /aI / 전기차 섹터 주가조작수사한다네요,360,0,0
2023.04.26 22:51,4개월 올린걸 5일만에 거덜내내.,672,5,0
2023.04.26 22:38,작전의 이유,430,2,0
2023.04.26 22:14,진짜아찔하다,607,3,1
2023.04.26 21:48,회사에서도 나름의 대책을 ,368,1,2
2023.04.26 21:44,하한가가 제일 빨리 풀린 이유가 뭔지 압니까?,950,14,7
2023.04.26 20:48,신용 14.77%,742,7,0
2023.04.26 20:21,안티질 하는 바보들은 이 글 보고  주식 접어라,646,12,3
2023.04.26 19:27,내가 산 종목이 하락하면 ,274,3,2
2023.04.26 18:45,된장됐네,423,1,1
2023.04.26 18:41,내일  15%상승,815,6,1
2023.04.26 18:36,우리금융...,437,5,2
2023.04.26 18:32,모든 건 가격에 녹아 있다.,447,16,1
2023.04.26 18:06,남이 망하는건 또 기분 좋은 일...,293,3,2
2023.04.26 17:14,회사 운영 못하겠으면,363,2,0
2023.04.26 17:07,한달 뒤에 보자,420,6,0
